eia_plant_id,plant_name,generator_id,county,latitude,longitude,nameplate_mw,technology,status,operating_year,ba_code
66777.0,Geneseo Solar,GEN1,Livingston,42.821,-77.72,5.0,Solar Photovoltaic,OP,2021,NYIS
66812.0,BQ - Psychedelic Site CSG,P5570,Sullivan,41.71525,-74.79739,2.7,Solar Photovoltaic,OP,2022,NYIS
66816.0,Glenville Solar (CSG),GLEN,Schenectady,42.83949,-73.93256,4.3,Solar Photovoltaic,OP,2023,NYIS
66817.0,Copenhagen Solar,COPE,Lewis,43.863103,-75.719312,2.9,Solar Photovoltaic,OP,2024,NYIS
66822.0,Carthage A,NECA,Jefferson,43.997512,-75.662935,5.0,Solar Photovoltaic,OP,2022,NYIS
66823.0,Carthage B,NECB,Jefferson,43.990287,-75.661256,3.3,Solar Photovoltaic,OP,2022,NYIS
66827.0,FFP - NY Burch CSG,P5651,Washington,43.32265,-73.46798,2.5,Solar Photovoltaic,OP,2024,NYIS
66829.0,FFP - NY Werner CSG,P5650,Monroe,42.966063,-77.683867,5.0,Solar Photovoltaic,OP,2024,NYIS
66835.0,Lightstar Renewables - Project 1004,P4453,Ulster,42.09927,-73.95526,3.5,Solar Photovoltaic,OP,2022,NYIS
66836.0,Source Power II - Taft CSG,P5567,Onondaga,43.12198,-76.04235,3.7,Solar Photovoltaic,OP,2023,NYIS
66846.0,Jogee Road Solar,JOGEE,Orange,41.399969,-74.502206,2.0,Solar Photovoltaic,OP,2022,NYIS
66856.0,NY Sorrell Hill II CSG,NGSH2,Onondaga,43.14672,-76.35467,5.0,Solar Photovoltaic,OP,2024,NYIS
66940.0,Halsey Valley,HAL20,Tioga,42.069077,-76.35324,5.0,Solar Photovoltaic,OP,2020,NYIS
66947.0,Mannys Corners Solar 1 (CSG),MANNY,Montgomery,42.964,-74.1444,4.9,Solar Photovoltaic,OP,2024,NYIS
67031.0,NY Hermon 1040 County Rd 21,20144,St. Lawrence,44.432,-75.21,2.2,Solar Photovoltaic,OP,2024,NYIS
67034.0,NY SHERMAN 176 W MAIN ST - SL 1,21104,Chautauqua,42.156051,-79.601612,4.7,Solar Photovoltaic,OP,2024,NYIS
67045.0,NY Avon I CSG,AVON1,Livingston,42.9002,-77.7295,5.0,Solar Photovoltaic,OP,2024,NYIS
67113.0,SSC Oswego II LLC,GEN1,Oswego,43.470642,-76.471915,4.8,Solar Photovoltaic,OP,2024,NYIS
67144.0,DG Moorman Creek,MMCK,Monroe,43.288,-77.865,4.4,Solar Photovoltaic,OP,2024,NYIS
67181.0,Hunt Creek,HUN21,Tioga,42.053168,-76.320493,4.0,Solar Photovoltaic,OP,2021,NYIS
67202.0,Avon Solar Farm LLC,AVON2,Monroe,42.927,-77.738,4.0,Solar Photovoltaic,OP,2021,NYIS
67212.0,Sweden 1,SWED1,Monroe,43.17,-77.941,5.0,Solar Photovoltaic,OP,2021,NYIS
67213.0,Hamlin 1,HAM1,Monroe,43.33,-77.965,4.5,Solar Photovoltaic,OP,2021,NYIS
67227.0,NY Ridgeway I CSG,NYRWY,Orleans,43.281,-78.37,3.0,Solar Photovoltaic,OP,2023,NYIS
67228.0,Broadway CDG Solar LLC,BROAD,Erie,42.904125,-78.714255,5.0,Solar Photovoltaic,OP,2023,NYIS
67268.0,Source Power NY III - Remsen,P5648,Oneida,43.334376,-75.17795,3.5,Solar Photovoltaic,OP,2023,NYIS
67271.0,The Source at White Plains (UBS),P3879,Westchester,41.028481,-73.759073,1.0,Solar Photovoltaic,OP,2022,NYIS
67275.0,White Plains_RFP-Gedney Way Landfill,4072C,Westchester,41.008926,-73.757657,0.5,Solar Photovoltaic,OP,2022,NYIS
67275.0,White Plains_RFP-Gedney Way Landfill,4072G,Westchester,41.008926,-73.757657,1.5,Solar Photovoltaic,OP,2022,NYIS
67281.0,FFP - NY Urbanski,5653,Orange,41.330899,-74.40342,4.4,Solar Photovoltaic,OP,2024,NYIS
67282.0,FFP - NY Varano,5654,Orange,41.375291,-74.392905,5.0,Solar Photovoltaic,OP,2024,NYIS
67293.0,EDF - Liberty NY - Real Term CSG,71334,Westchester,41.066468,-73.822512,1.8,Solar Photovoltaic,OP,2023,NYIS
67293.0,EDF - Liberty NY - Real Term CSG,71335,Westchester,41.066468,-73.822512,0.3,Solar Photovoltaic,OP,2023,NYIS
67295.0,Source Power NY II - Locust 1,P5564,Cortland,42.613905,-76.16685,5.0,Solar Photovoltaic,OP,2023,NYIS
67329.0,Sheesley (CSG),SC,St Lawrence,44.6059,-75.1589,4.4,Solar Photovoltaic,OP,2024,NYIS
67335.0,Tiffany,SC,Chenango,42.58319,-75.47034,5.0,Solar Photovoltaic,OP,2022,NYIS
67337.0,Ver Plank North (CSG),SC,Onondaga,43.201165,-76.176087,4.0,Solar Photovoltaic,OP,2024,NYIS
67338.0,Ver Plank South (CSG),SC,Onondaga,43.194602,-76.17513,5.0,Solar Photovoltaic,OP,2024,NYIS
67345.0,Smith Creek,SMI21,Tioga,42.053168,-76.320493,3.8,Solar Photovoltaic,OP,2021,NYIS
67403.0,Altamont (NY) (CSG),SC,Albany,42.678742,-73.947194,2.3,Solar Photovoltaic,OP,2024,NYIS
67406.0,Comfort CSG,SC,Erie,43.0169,-78.9779,4.0,Solar Photovoltaic,OP,2024,NYIS
67407.0,Clemons Road Solar,CLEM,Onondaga,43.063039,-76.010965,2.8,Solar Photovoltaic,OP,2024,ISNE
67408.0,Pike Road Solar (NY),PIKE,Genesee,42.96881,-78.210037,3.0,Solar Photovoltaic,OP,2024,ISNE
67409.0,Alexander Road Solar,ALEX,Genesee,42.973941,-78.206068,1.6,Solar Photovoltaic,OP,2024,ISNE
67414.0,Princetown Solar 1,PRNC1,Schenectady,42.78,-74.07,5.0,Solar Photovoltaic,OP,2024,NYIS
67426.0,Wolcott Hill (Camden) (CSG),SC,Oneida,43.350259,-75.729243,5.0,Solar Photovoltaic,OP,2024,NYIS
67440.0,Peterboro (CSG),SC,Oneida,43.070743,-75.545291,4.0,Solar Photovoltaic,OP,2024,NYIS
67456.0,700 Binnewater,7BPV1,Ulster,41.849012,-74.089932,1.1,Solar Photovoltaic,OP,2022,ISNE
67468.0,"GSPP 7024 Fox Rd, LLC",FOX,Oneida,43.200586,-75.258084,5.0,Solar Photovoltaic,OP,2023,ISNE
67470.0,"GSPP 4643 Twelve Corners Road, LLC",TWEL,Cayuga,42.841631,-76.445347,4.7,Solar Photovoltaic,OP,2023,ISNE
67471.0,"GSPP 126 Little Bow Rd N, LLC",LBN,St. Lawrence,44.344964,-75.486061,4.8,Solar Photovoltaic,OP,2023,ISNE
67472.0,"GSPP 126 Little Bow Rd S, LLC",LBS,St. Lawrence,44.344964,-75.486061,5.0,Solar Photovoltaic,OP,2023,ISNE
67475.0,"Saratoga Solar III, LLC",SARA3,Saratoga,43.07072,-73.898068,3.5,Solar Photovoltaic,OP,2023,ISNE
67476.0,"Saratoga Solar IV, LLC",SARA4,Saratoga,43.068154,-73.920141,3.5,Solar Photovoltaic,OP,2023,ISNE
67479.0,Portland SP,PORT1,Chautauqua,42.39101,-79.42755,2.5,Solar Photovoltaic,OP,2023,NYIS
67480.0,NY Finchville Tpke CSG,FCHVL,Orange,41.449394,-74.554782,1.8,Solar Photovoltaic,OP,2024,NYIS
67481.0,NY Lower Road II CSG,LWRD2,Orange,41.338012,-74.481046,2.0,Solar Photovoltaic,OP,2023,NYIS
67482.0,NY Lower Road III CSG,LWRD3,Orange,41.333041,-74.484514,2.0,Solar Photovoltaic,OP,2023,NYIS
