Time,Load,Solar (utility),BTM solar,Wind
2022-09-16 02:00:00+00:00,16020.833299999998,0.0,0.0,261.338181726492
2022-09-16 03:00:00+00:00,14888.8638,0.0,0.0,184.94927072886486
2022-09-16 04:00:00+00:00,14085.1037,0.0,0.0,76.79325091896715
2022-09-16 05:00:00+00:00,13510.3175,0.0,0.0,97.58446280679875
2022-09-16 06:00:00+00:00,13101.3511,0.0,0.0,115.8027561666127
2022-09-16 07:00:00+00:00,12974.1139,0.0,0.0,146.59613116872305
2022-09-16 08:00:00+00:00,13059.362000000003,0.0,0.0,90.51434152821795
2022-09-16 09:00:00+00:00,13705.395499999999,0.0,0.0,97.19285784651358
2022-09-16 10:00:00+00:00,14909.996599999999,0.0,30.39,9.601789108803844
2022-09-16 11:00:00+00:00,15737.196,3.3418713668616054,310.96,15.006623421391279
2022-09-16 12:00:00+00:00,16138.090900000001,28.045950723938144,880.85,16.6925006370569
2022-09-16 13:00:00+00:00,16200.2447,54.66690457936234,1480.97,4.013958648805553
2022-09-16 14:00:00+00:00,16123.254699999998,79.88237751977623,1947.5,14.862428854311293
2022-09-16 15:00:00+00:00,16240.608,97.0956587644335,2123.26,33.46425947679495
2022-09-16 16:00:00+00:00,16394.7504,105.65090934468773,2152.64,13.385775110362475
2022-09-16 17:00:00+00:00,16717.1501,106.77995216115353,1998.85,20.41658604149537
2022-09-16 18:00:00+00:00,17099.9784,102.26860909857633,1703.33,17.04356218345483
2022-09-16 19:00:00+00:00,17567.8398,87.82856972262599,1350.41,56.344046691430286
2022-09-16 20:00:00+00:00,18097.3992,60.64262720584461,952.57,26.200596920432382
2022-09-16 21:00:00+00:00,18399.7211,37.36882364089763,419.31,8.857305549170732
2022-09-16 22:00:00+00:00,18297.9709,11.40456587880995,62.3,3.884563462198968
2022-09-16 23:00:00+00:00,18266.5972,0.0,0.95,2.2744978369523827
2022-09-17 00:00:00+00:00,17747.5515,0.0,0.0,8.24450090097532
2022-09-17 01:00:00+00:00,17027.5264,0.0,0.0,3.2423402901263625
2022-09-17 02:00:00+00:00,16084.8918,0.0,0.0,7.486557394910691
2022-09-17 03:00:00+00:00,15168.597099999999,0.0,0.0,2.9456201489176204
2022-09-17 04:00:00+00:00,14435.0036,0.0,0.0,11.105382186424501
2022-09-17 05:00:00+00:00,13867.6662,0.0,0.0,2.701319327658779
2022-09-17 06:00:00+00:00,13479.976399999998,0.0,0.0,10.03685701745453
2022-09-17 07:00:00+00:00,13260.4295,0.0,0.0,11.594793065559095
2022-09-17 08:00:00+00:00,13184.9362,0.0,0.0,16.82836107703342
2022-09-17 09:00:00+00:00,13372.8669,0.0,0.0,24.385414449927957
2022-09-17 10:00:00+00:00,13790.209700000001,0.0,19.04,16.99002456300616
2022-09-17 11:00:00+00:00,14275.6714,2.883946650960477,239.52,43.211369422582564
2022-09-17 12:00:00+00:00,14789.0272,25.419987135012583,831.46,29.447881195241546
2022-09-17 13:00:00+00:00,15051.2506,53.04707151753464,1529.25,20.97310171508876
2022-09-17 14:00:00+00:00,15109.760400000001,71.50861579770154,1987.71,6.255140652603535
2022-09-17 15:00:00+00:00,15353.4966,48.29412037081085,2275.23,2.6187219958543078
2022-09-17 16:00:00+00:00,15605.576799999999,62.00549212631385,2374.19,1.7611643938029913
2022-09-17 17:00:00+00:00,15886.256099999999,84.32086568600631,2303.82,2.58358812788285
2022-09-17 18:00:00+00:00,16297.334599999998,80.18864785565896,2040.07,6.40687108548426
