site,month,hour,mu_a,sigma_a,mu_f,sigma_f,count
wind_323690,3,13,19.510507806451614,16.763832216244595,22.483522125672145,17.962456113743063,31
wind_323690,3,14,17.96758948387097,17.522315551726773,22.92410605954236,19.08645272270527,31
wind_323690,3,15,18.430538161290322,17.914153259245893,21.921882094755233,18.647855945256623,31
wind_323690,3,16,18.30291580645161,17.731144563323106,21.629115733438386,18.460910322144368,31
wind_323690,3,17,18.65007341935484,17.943527604721826,23.8190954732786,18.354636921447895,31
wind_323690,3,18,21.24626883870968,18.74289965438701,25.279660589976363,19.04477912739154,31
wind_323690,3,19,21.39741035483871,18.445733438006503,26.252112177815558,19.91102464278544,31
wind_323690,3,20,22.99533416129032,19.09195501452592,26.948710408502578,19.926832404779407,31
wind_323690,3,21,22.496850548387094,18.71668324282792,26.294444970112046,19.785387141079784,31
wind_323690,3,22,22.23294461290323,18.48324273881063,25.409144547347037,20.167690606360377,31
wind_323690,3,23,20.901226774193546,17.290972553416577,23.897798070997204,20.45837107849115,31
wind_323690,4,0,20.904501333333332,17.64976695460362,18.287192858053384,17.18582822737681,30
wind_323690,4,1,19.271776633333335,18.879446478061862,17.822613479575907,18.35677377078198,30
wind_323690,4,2,17.857213633333334,18.655617014968975,16.074416886568095,17.659793457156994,30
wind_323690,4,3,16.235882766666666,18.29028479006579,16.15432512117198,17.49387518317838,30
wind_323690,4,4,15.63596673333333,17.763802910038073,16.046493900274793,17.729943466311266,30
wind_323690,4,5,16.623406,16.726730173741846,14.99583778515079,16.326213707697384,30
wind_323690,4,6,16.205844666666668,16.806283269857612,13.938407414892078,14.602865434581622,30
wind_323690,4,7,15.500095866666667,16.34627580810405,15.089563626421732,15.419247731166042,30
wind_323690,4,8,15.771203366666663,15.878926836511715,15.029675045974647,15.821419985286848,30
wind_323690,4,9,15.808302833333332,15.782653202496252,15.89846348905787,16.34359390915316,30
wind_323690,4,10,13.097150566666667,13.500725415543455,15.803393415745486,16.6853195382554,30
wind_323690,4,11,14.383800400000002,15.142453598892411,16.057382091552547,17.265968034589907,30
wind_323690,4,12,14.10155203333333,17.25173723176076,17.147728135253868,18.138899377690464,30
wind_323690,4,13,13.777920033333332,17.98026272855303,16.33753984044807,17.846593321904727,30
wind_323690,4,14,13.958756600000003,17.213152842088505,18.279918754710756,18.32681545838645,30
wind_323690,4,15,19.421917000000004,20.675754174560186,20.592963995705944,20.134470466921805,30
wind_323690,4,16,19.716826766666667,19.680878000077605,23.865760308370394,21.363362918660677,30
wind_323690,4,17,22.94412213333333,20.873816714782524,25.935504146207542,22.0780414563102,30
wind_323690,4,18,23.934525399999995,20.458939567813616,27.849433449168043,22.406155870113743,30
wind_323690,4,19,22.69647146666666,19.874234057297496,25.092510737015765,21.67168170440874,30
wind_323690,4,20,21.550296033333336,19.481031985888137,23.54500496404807,20.032890494033445,30
wind_323690,4,21,22.55409783333333,20.122597727410557,23.667833885194174,20.9166582816481,30
wind_323690,4,22,19.048414100000002,18.07011793698835,23.059658065335146,20.52749326783104,30
wind_323690,4,23,18.91082386666666,16.38932254974092,22.23937105099634,19.59874356691614,30
wind_323690,5,0,8.443126193548387,12.025256010262687,10.531228881121873,11.781615991025006,31
wind_323690,5,1,9.000958677419357,11.668299314814744,11.864894657717603,11.98643037060768,31
wind_323690,5,2,9.775548935483872,13.292705555476518,11.430144127704299,11.082373874966143,31
wind_323690,5,3,7.650725419354839,10.672324254296683,11.073875481023547,13.069944219969674,31
wind_323690,5,4,8.548235741935484,11.894381489344434,10.090388607872878,13.547541814381644,31
wind_323690,5,5,9.215637032258066,11.124164856786747,11.127542633264861,14.216693213494393,31
wind_323690,5,6,11.505391709677419,14.405707690726489,11.363419529351177,13.999232171184111,31
wind_323690,5,7,10.209546387096776,13.678595492601584,9.870876944425692,12.285905353814345,31
wind_323690,5,8,9.56103306451613,12.12183869651999,9.450877492328532,12.570206441790317,31
wind_323690,5,9,9.398693096774192,11.480660343597108,9.247316801871728,10.560228329553947,31
wind_323690,5,10,8.578597451612902,10.855215017346513,9.164012417496222,10.300201537435884,31
wind_323690,5,11,7.937504064516129,10.466852184465447,9.467756481968088,11.002882739861024,31
wind_323690,5,12,6.738774838709678,11.271007940426921,9.038195962647182,13.416362555245959,31
wind_323690,5,13,6.563527645161289,11.78274708116135,8.792529733449065,14.408357319308674,31
wind_323690,5,14,6.71332529032258,12.039127607788911,9.145134744539606,13.683177353805311,31
wind_323690,5,15,7.610383451612904,13.17354474674421,9.93756315225162,13.502445920886869,31
wind_323690,5,16,8.04283964516129,12.422639593195845,10.828539660562507,14.700290313452328,31
wind_323690,5,17,8.549017580645161,13.671927248451022,10.98157725624873,14.704384181306692,31
wind_323690,5,18,9.177550161290323,12.748813427407187,12.769283079831409,16.214886820634884,31
wind_323690,5,19,10.610024483870966,14.675883011264455,12.028993494473632,14.726256703487648,31
wind_323690,5,20,9.368485387096774,13.565541882985631,13.180906465073798,16.36597435115696,31
wind_323690,5,21,7.949189161290321,11.473262830822254,13.092846874703922,15.52209639772858,31
wind_323690,5,22,8.769489258064517,11.595763927162254,10.893358435960986,12.503085035834925,31
wind_323690,5,23,9.058986451612904,13.180766958016159,9.654176672923919,10.932854617737842,31
wind_323690,6,0,8.730895500000003,10.584526106950888,10.258896043596073,12.77983701610588,30
wind_323690,6,1,8.059677400000002,7.64167635293908,8.73450550177236,8.050486821169201,30
wind_323690,6,2,7.3540065666666665,7.595677438842213,8.992916472988673,9.216646338542244,30
wind_323690,6,3,8.431678533333335,11.44512318492734,8.695447108306771,10.075975736603406,30
wind_323690,6,4,10.152608400000002,14.002923123943564,9.032491531294038,9.632719853662389,30
wind_323690,6,5,10.941184533333333,12.415457557179062,10.297863301875081,11.606480044802826,30
wind_323690,6,6,12.626193033333333,15.382916771440431,11.936470317847242,14.485974631335454,30
wind_323690,6,7,11.4238504,12.375132301585039,12.09103465489566,12.40311947784708,30
wind_323690,6,8,11.975987133333332,11.813015538933692,12.820517761453296,12.5988555297063,30
wind_323690,6,9,12.058312133333333,13.359143890840949,12.801225397248048,13.203179938778547,30
wind_323690,6,10,10.464896433333331,11.594692005686198,10.24726319368125,10.461486390424096,30
wind_323690,6,11,10.056658466666667,11.562163078540053,10.007627198716403,10.873988428975329,30
wind_323690,6,12,8.168005733333334,13.772452099839818,9.22759177812271,12.159229212872793,30
wind_323690,6,13,8.377072033333333,14.828838078300969,9.351564679318376,14.253344321245095,30
wind_323690,6,14,9.874055833333333,16.105325777106312,10.11737836063975,15.552583720122849,30
wind_323690,6,15,11.620207133333333,16.09124957631119,10.96853084218643,15.28622810332909,30
wind_323690,6,16,12.236170200000002,15.910692155538536,12.857621677316818,16.29522463272366,30
wind_323690,6,17,12.377631466666667,16.71745847650028,15.45334007191977,19.430126337829087,30
wind_323690,6,18,11.423707566666668,14.567023332404986,16.419173424759656,20.410677572395283,30
