site,month,hour,mu_a,sigma_a,mu_f,sigma_f,count
wind_323693,2,13,5.380826996845871,6.563336266303948,5.6567096369672205,6.69345487356235,29
wind_323693,2,14,5.063820775748944,6.687561811296631,5.60666663320389,6.614572255281633,29
wind_323693,2,15,3.984260592969378,5.892158615887731,4.789517144130189,5.97000130474223,29
wind_323693,2,16,3.1265524686229464,5.081895966636444,4.368964473962727,5.812144648685028,29
wind_323693,2,17,3.023888042193421,4.6563929776476245,4.267677583078321,5.950451273244132,29
wind_323693,2,18,4.257970867170729,6.003010771367945,4.303736391480961,5.936178010991133,29
wind_323693,2,19,4.069557827437772,5.791131567719912,4.8543366889996165,6.550458674477682,29
wind_323693,2,20,4.894764463135901,6.269093416254513,5.242578403307583,6.541319407435735,29
wind_323693,2,21,4.000734018599348,6.194636768423256,5.848005515084847,6.773464217362354,29
wind_323693,2,22,4.527506779790405,6.635653319405523,5.7787862256781395,6.620811415519994,29
wind_323693,2,23,4.260196480075182,5.835667904652818,6.214999540811463,6.6632839582301555,29
wind_323693,3,0,5.151530632482851,5.200859545127834,5.162410410282937,5.302686655179815,31
wind_323693,3,1,4.385913309609796,4.719373092021105,5.328979548320015,4.947237751081848,31
wind_323693,3,2,4.042663485075079,4.800691879139778,6.1909426593103545,5.511050428731333,31
wind_323693,3,3,5.044467813879551,5.783885024548684,6.3555345868297595,5.958230716851519,31
wind_323693,3,4,5.181965677629944,5.466715629229816,6.473321687895151,6.381782692175856,31
wind_323693,3,5,4.861420802266852,5.449439022892626,5.813423591544287,6.336268201504267,31
wind_323693,3,6,5.278524684210441,6.161109847679085,6.024063737812468,6.34308642264763,31
wind_323693,3,7,5.076953686298061,6.098040264656588,6.204632007121671,6.664813956499924,31
wind_323693,3,8,3.924470437890211,5.41163564405675,5.840017571578339,6.382883502449731,31
wind_323693,3,9,4.118571897880882,5.341580430760239,6.0301372793993515,6.451133268469778,31
wind_323693,3,10,4.767156228362676,6.0430663487142136,5.855141413025054,6.384617946885567,31
wind_323693,3,11,4.718158434788587,5.914942165846607,5.937566557013044,6.151519243138702,31
wind_323693,3,12,3.683153676141277,4.832168650919353,5.6180291144270225,6.067589573498979,31
wind_323693,3,13,3.9847391163445787,5.274667667693678,5.837490442699585,6.430528869293841,31
wind_323693,3,14,4.667921397912228,5.842232685244113,5.890447942189436,6.603086560062691,31
wind_323693,3,15,4.575159513255192,6.187167728311558,5.782103495670608,6.2835758801174135,31
wind_323693,3,16,4.232169530405183,5.819905659804804,5.254184010649274,5.618004597223389,31
wind_323693,3,17,4.2741026906852815,6.075278976466396,5.354571655357174,5.955373608104447,31
wind_323693,3,18,4.789841196156732,6.159411919013523,5.137944197275959,5.538935782335869,31
wind_323693,3,19,4.768041707947857,6.0921059556292345,4.992507688696062,5.5248019344852874,31
wind_323693,3,20,5.0807129342465585,6.330584065356089,5.3555784806149145,5.915129002942143,31
wind_323693,3,21,4.422626620888705,5.551586766398189,5.525879251144383,6.150283854444398,31
wind_323693,3,22,4.641784537031937,5.629261114196761,5.435403736148361,5.896979317982863,31
wind_323693,3,23,4.0885177708767015,4.852209570720834,4.806740347977421,5.704741828454667,31
wind_323693,4,0,4.492965737859174,6.090285246116915,4.529707184823173,5.416869336777654,30
wind_323693,4,1,3.6663953553317543,5.179252904708191,3.982696705509568,5.2423025514792885,30
wind_323693,4,2,2.8694015383387543,4.649186845428378,3.9850635016224367,4.748471835264512,30
wind_323693,4,3,3.8307273692956896,5.352958008165599,4.004727434521598,4.945830266921233,30
wind_323693,4,4,3.1408864327628425,4.588680655261311,4.292883403736416,4.687466746153148,30
wind_323693,4,5,3.604076708416628,5.168056768009691,4.5646457415731065,5.3633023543466205,30
wind_323693,4,6,3.3495112968767744,5.057209662364301,4.495708721903222,5.4624407950804095,30
